wbf,species,temperature,context
565.38,5,19.5,1
525,5,18.7,1
350,5,21.5,1
525,5,19.8,1
400.91,5,23.6,1
373.73,5,19.8,1
361.48,5,22.2,1
432.35,3,21.6,1
361.48,5,21.8,1
612.5,5,23.6,1
170.93,3,24.9,1
551.25,5,20.7,1
711.29,2,21.9,1
393.75,5,24.3,1
580.26,5,20.2,1
355.65,5,23.7,1
432.35,3,21.7,1
612.5,5,22.1,1
630,5,20.2,1
612.5,5,23.6,1
380.17,5,24.9,1
367.5,5,20,1
612.5,5,20.3,1
595.95,5,20.6,1
537.8,4,20.5,1
380.17,5,22.6,1
580.26,5,21.1,1
551.25,5,20.6,1
386.84,5,24.4,1
361.48,5,23.7,1
580.26,5,20.1,1
441,3,22.6,1
344.53,5,24.9,1
361.48,5,20.6,1
551.25,5,20.4,1
373.73,5,21.3,1
580.26,5,20.1,1
361.48,5,21.3,1
760.34,2,22.1,1
525,5,18.5,1
648.53,5,20.5,1
551.25,5,20.5,1
512.79,5,18.5,1
630,5,21.4,1
595.95,5,20.2,1
882,5,21.5,1
424.04,3,21.7,1
479.35,3,22.9,1
490,3,23.9,1
512.79,5,20.4,1
689.06,5,23.1,1
551.25,5,18.6,1
630,5,23.6,1
459.38,3,22.6,1
400.91,3,22.1,1
380.17,5,20.5,1
595.95,5,21.2,1
408.33,5,22.2,1
612.5,5,23.8,1
450,3,22.6,1
350,5,19.8,1
367.5,5,21.7,1
373.73,5,20.8,1
344.53,5,18.3,1
450,3,23.2,1
565.38,5,20.7,1
386.84,3,21.8,1
537.8,5,18.3,1
537.8,5,18.4,1
373.73,5,21.4,1
630,5,24,1
551.25,5,18.4,1
668.18,5,23.5,1
630,5,23,1
668.18,5,23.7,1
580.26,5,20.2,1
612.5,5,23.6,1
565.38,5,19.8,1
595.95,5,21.1,1
350,5,21.2,1
551.25,5,20.6,1
501.14,3,24.2,1
612.5,5,23.4,1
490,3,22.6,1
689.06,5,21.4,1
551.25,5,20.7,1
612.5,5,20.4,1
424.04,3,20.6,1
711.29,5,23.7,1
648.53,5,23.6,1
612.5,5,21.5,1
334.09,3,20.7,1
648.53,5,21.1,1
380.17,5,20.1,1
565.38,5,21.4,1
648.53,5,21.1,1
565.38,5,20.7,1
595.95,5,20.6,1
386.84,5,24.4,1
648.53,5,23.5,1
450,3,21.7,1
612.5,2,20.6,1
416.04,3,20.5,1
344.53,5,19.7,1
565.38,5,20.5,1
501.14,1,24.2,1
612.5,5,23.6,1
648.53,5,22.2,1
580.26,2,21.4,1
580.26,5,21.2,1
630,5,23.7,1
612.5,5,21.1,1
400.91,5,24.5,1
580.26,5,20.1,1
595.95,5,20.8,1
580.26,5,21.1,1
355.65,5,21.2,1
344.53,5,18.7,1
367.5,5,19.2,1
612.5,5,24,1
668.18,2,22.8,1
630,5,23.6,1
612.5,5,21.5,1
355.65,5,23.6,1
595.95,5,24.5,1
689.06,2,22.7,1
537.8,5,20.7,1
595.95,5,22.1,1
630,5,20.7,1
612.5,5,21.1,1
595.95,5,22.4,1
580.26,5,21.1,1
361.48,5,20.7,1
551.25,5,19.9,1
459.38,3,24.2,1
525,1,22.6,1
580.26,5,21.3,1
580.26,5,20.2,1
441,3,21.2,1
361.48,5,22.6,1
689.06,5,23,1
469.15,3,23.5,1
580.26,5,21.1,1
668.18,5,23.7,1
450,3,23.2,1
648.53,5,23.1,1
630,5,21.6,1
689.06,2,21.8,1
386.84,5,19.7,1
595.95,5,20.5,1
668.18,2,22.3,1
565.38,5,20.6,1
630,5,21.2,1
612.5,5,20.6,1
612.5,5,21.3,1
595.95,5,23.6,1
408.33,3,20.5,1
630,5,23.6,1
612.5,5,21.1,1
580.26,5,21.1,1
501.14,5,18.6,1
580.26,5,20.7,1
565.38,5,20.5,1
380.17,5,19.9,1
668.18,2,23.3,1
595.95,5,21.1,1
630,5,21.2,1
648.53,5,22.4,1
711.29,2,24.8,1
361.48,5,21.4,1
735,2,24.5,1
630,5,21.1,1
565.38,5,20.7,1
648.53,5,23.5,1
459.38,3,22.7,1
689.06,2,22.5,1
490,1,21.8,1
537.8,5,19.1,1
630,5,23.6,1
355.65,5,21.1,1
735,2,22.6,1
630,5,21.7,1
432.35,3,21.9,1
595.95,5,20.6,1
361.48,5,22.3,1
525,5,18.5,1
537.8,5,18.4,1
648.53,5,21.8,1
459.38,5,21.5,1
689.06,5,23.8,1
595.95,5,20.6,1
668.18,5,23.9,1
512.79,3,24.6,1
595.95,5,19.7,1
612.5,5,20.7,1
595.95,5,21.3,1
612.5,5,21.1,1
668.18,5,23.6,1
612.5,5,20.2,1
400.91,3,21.4,1
525,5,19.7,1
580.26,5,20.2,1
648.53,5,21.2,1
551.25,5,20.6,1
361.48,5,20,1
689.06,2,22.3,1
580.26,5,20.8,1
373.73,5,23.4,1
630,5,21.4,1
580.26,5,20.3,1
612.5,5,20.2,1
501.14,5,21.1,1
424.04,3,21.9,1
648.53,5,23.5,1
648.53,5,23.7,1
595.95,5,20,1
339.23,5,21.1,1
551.25,5,20.1,1
689.06,5,23.2,1
380.17,5,23.3,1
565.38,5,21.1,1
689.06,5,21.2,1
630,5,23.7,1
565.38,5,20.2,1
479.35,3,22.2,1
630,5,21.1,1
525,1,21.5,1
612.5,5,21.3,1
525,3,23.5,1
735,4,24.1,1
595.95,5,20.4,1
490,3,24.1,1
735,4,22.8,1
648.53,5,23.7,1
386.84,5,24.5,1
648.53,2,20.9,1
400.91,3,21.2,1
580.26,5,20.2,1
459.38,3,22.9,1
595.95,5,20.3,1
361.48,5,18.6,1
373.73,5,21.3,1
580.26,5,20.7,1
565.38,5,21.1,1
648.53,5,21.9,1
735,2,24,1
787.5,2,21.4,1
565.38,5,20,1
580.26,5,21.1,1
424.04,3,21.4,1
361.48,5,23.8,1
551.25,5,19.6,1
612.5,5,20.1,1
668.18,5,24,1
612.5,5,21.2,1
580.26,5,19.9,1
612.5,5,20.7,1
551.25,5,18.4,1
689.06,5,23.5,1
580.26,5,20.1,1
668.18,5,23.6,1
565.38,5,19.5,1
630,5,20.1,1
441,3,20.9,1
565.38,5,20,1
380.17,5,23.6,1
393.75,5,23.7,1
355.65,5,21.5,1
612.5,5,23,1
469.15,3,23.9,1
373.73,5,19,1
580.26,5,19.9,1
512.79,3,24.7,1
630,5,23.6,1
386.84,5,24.5,1
595.95,5,21.1,1
630,5,23.5,1
630,5,21.2,1
490,3,24.1,1
612.5,5,20.5,1
551.25,5,20.6,1
551.25,5,18.4,1
580.26,5,20.1,1
648.53,4,21.2,1
469.15,3,23.5,1
355.65,5,19.1,1
551.25,5,20.6,1
432.35,1,21.4,1
580.26,5,21.1,1
580.26,5,20.6,1
551.25,5,20.7,1
361.48,5,21.5,1
400.91,5,22.9,1
648.53,5,21.9,1
329.1,5,21.1,1
424.04,5,20,1
612.5,5,23.6,1
380.17,5,18.5,1
479.35,1,23.2,1
630,5,20.2,1
595.95,5,20.8,1
367.5,3,20.2,1
450,3,22.1,1
630,5,21.8,1
668.18,5,21.5,1
565.38,5,20.7,1
595.95,5,23.7,1
565.38,5,20.8,1
648.53,5,20,1
501.14,1,21.2,1
580.26,5,20.6,1
324.26,5,24.1,1
380.17,5,24,1
648.53,5,21.1,1
469.15,3,22.8,1
551.25,5,20.4,1
668.18,5,23.7,1
580.26,2,20.5,1
525,1,22.4,1
595.95,2,21.1,1
595.95,5,20.3,1
565.38,5,21.1,1
512.79,3,24.7,1
565.38,5,21.1,1
393.75,3,19.6,1
630,2,22.1,1
595.95,5,21,1
630,5,23.6,1
469.15,3,24.9,1
537.8,5,19.2,1
595.95,5,20.2,1
565.38,5,20,1
367.5,5,24.6,1
630,5,20.9,1
565.38,5,22.4,1
551.25,2,19.2,1
580.26,2,20.7,1
361.48,5,23.8,1
469.15,3,23,1
551.25,5,20.6,1
648.53,5,21.6,1
441,1,18.8,1
512.79,1,24.4,1
612.5,5,20.7,1
355.65,3,21.9,1
580.26,5,21.1,1
595.95,5,20.6,1
551.25,5,20.7,1
525,3,24.5,1
648.53,2,22.1,1
689.06,5,23.1,1
441,1,21,1
459.38,1,23.6,1
630,5,21.2,1
408.33,3,23.2,1
595.95,5,21.1,1
630,2,22.3,1
580.26,5,20.5,1
668.18,2,21.9,1
551.25,5,19.7,1
479.35,1,24.9,1
393.75,3,21.5,1
565.38,5,21.1,1
612.5,5,23.6,1
595.95,5,23.6,1
630,2,21.9,1
432.35,1,22.8,1
537.8,5,20.7,1
735,2,24.7,1
537.8,3,24.2,1
612.5,5,24,1
711.29,2,22.1,1
367.5,5,24,1
735,2,24.8,1
565.38,5,20.8,1
816.67,2,24.1,1
525,5,18.4,1
648.53,5,21.5,1
612.5,5,23.4,1
612.5,5,21.2,1
408.33,5,21,1
648.53,5,22.3,1
648.53,5,23.8,1
537.8,1,21.9,1
537.8,5,18.3,1
668.18,2,21.9,1
367.5,5,21.7,1
408.33,3,22.1,1
525,1,24.5,1
355.65,5,23.6,1
668.18,5,24,1
612.5,5,21.3,1
565.38,5,20.1,1
373.73,5,21.2,1
630,5,21.2,1
551.25,5,21.1,1
595.95,5,20.6,1
648.53,5,20.7,1
612.5,5,19.9,1
380.17,5,22.1,1
630,5,21.2,1
711.29,2,21.6,1
512.79,5,18.4,1
595.95,5,19.8,1
361.48,5,22.7,1
386.84,5,19.7,1
595.95,5,20,1
459.38,1,22.6,1
525,5,18.5,1
380.17,5,23.4,1
595.95,5,20.3,1
441,3,23,1
565.38,5,20.2,1
648.53,5,23.6,1
595.95,5,21.2,1
630,5,23.6,1
537.8,5,20.6,1
344.53,5,18.5,1
612.5,2,20.8,1
479.35,3,23,1
380.17,5,23.8,1
424.04,5,20.5,1
329.1,5,23.9,1
580.26,2,20.5,1
490,3,24.9,1
630,5,21.3,1
580.26,5,20.6,1
648.53,2,22.5,1
580.26,2,20.4,1
380.17,5,21.2,1
380.17,5,24.1,1
490,3,24.1,1
668.18,5,23,1
630,5,20.6,1
630,5,23.7,1
735,2,22.6,1
525,5,18.4,1
537.8,5,19.6,1
551.25,5,20.7,1
537.8,5,21.2,1
459.38,3,23,1
612.5,5,23.6,1
525,1,22.6,1
630,5,20,1
525,3,24.8,1
469.15,3,23.4,1
459.38,3,22.9,1
689.06,5,23,1
551.25,5,19.7,1
565.38,5,20.6,1
668.18,5,23.8,1
595.95,5,20,1
408.33,5,24.7,1
580.26,5,20.1,1
630,5,23.3,1
580.26,5,20,1
612.5,2,21.5,1
551.25,5,22,1
565.38,5,20.6,1
537.8,5,20.6,1
565.38,5,20.2,1
373.73,5,24.1,1
612.5,5,21.3,1
386.84,5,21.8,1
612.5,2,22.5,1
595.95,5,20.3,1
350,5,20.2,1
612.5,5,20.2,1
393.75,5,23,1
551.25,5,21.1,1
367.5,5,21.3,1
565.38,5,20.6,1
612.5,4,20.9,1
668.18,5,23.1,1
580.26,5,20.8,1
551.25,5,19.3,1
630,5,21.1,1
648.53,5,21.9,1
537.8,5,20.4,1
595.95,2,21.2,1
386.84,5,23.8,1
551.25,5,18.3,1
551.25,5,20.7,1
648.53,5,21.3,1
648.53,5,21.6,1
630,5,20.1,1
595.95,5,21.1,1
565.38,5,20,1
595.95,5,20.3,1
450,3,22.2,1
490,3,23.2,1
668.18,5,23.9,1
416.04,3,22.1,1
648.53,5,21.2,1
689.06,5,21.6,1
648.53,5,23.6,1
711.29,2,22.1,1
580.26,5,21.1,1
630,5,21.1,1
459.38,3,21.9,1
386.84,5,22,1
595.95,5,20.3,1
416.04,3,23.9,1
648.53,5,22.4,1
612.5,5,23.6,1
630,5,23.6,1
367.5,5,22.5,1
329.1,5,18.3,1
630,5,22,1
373.73,5,20,1
479.35,3,23.1,1
630,5,20,1
565.38,5,19.9,1
580.26,5,20.1,1
450,3,21.8,1
612.5,5,21.1,1
595.95,5,20.6,1
490,5,23.7,1
551.25,5,19.5,1
501.14,5,18.7,1
612.5,5,21.2,1
565.38,5,20,1
400.91,5,23.9,1
479.35,3,23.5,1
711.29,5,23.2,1
612.5,5,21.2,1
630,5,23.6,1
612.5,5,21.6,1
537.8,5,21.1,1
416.04,3,20.4,1
648.53,5,23.6,1
512.79,3,24,1
595.95,5,23.6,1
361.48,5,20.4,1
689.06,2,23.7,1
580.26,5,20.6,1
551.25,5,20.7,1
648.53,5,20,1
408.33,3,22,1
350,5,20.3,1
668.18,5,23.7,1
565.38,2,21.7,1
580.26,5,20.8,1
580.26,5,23.7,1
367.5,5,19.9,1
565.38,5,19.9,1
393.75,5,21.1,1
479.35,3,22.4,1
595.95,5,21.1,1
373.73,5,18.5,1
648.53,5,23.6,1
408.33,5,24,1
501.14,3,22,1
630,5,20.7,1
551.25,3,23.6,1
490,1,24.2,1
612.5,5,21.7,1
386.84,5,21.9,1
501.14,3,23.4,1
386.84,5,22.3,1
380.17,5,23.5,1
648.53,2,22.5,1
367.5,5,21.1,1
479.35,1,22.4,1
612.5,5,21.1,1
711.29,5,23.6,1
344.53,2,22.5,1
367.5,5,18.6,1
580.26,5,20.3,1
334.09,5,22.1,1
355.65,5,18.6,1
595.95,5,19.9,1
361.48,5,19.9,1
595.95,5,20.4,1
711.29,2,23.9,1
612.5,5,23.5,1
630,5,21.5,1
501.14,3,23.8,1
367.5,5,24,1
565.38,5,20,1
367.5,5,21.4,1
459.38,3,22.7,1
630,5,23.6,1
595.95,5,21.3,1
630,5,23.6,1
630,5,21.1,1
501.14,3,23.5,1
459.38,3,22.4,1
595.95,5,21.1,1
612.5,5,20.6,1
416.04,5,24,1
373.73,5,24,1
612.5,5,21.2,1
630,5,21.1,1
612.5,5,20.7,1
565.38,5,20.5,1
595.95,5,20,1
459.38,1,21.6,1
525,5,18.4,1
380.17,3,22.1,1
612.5,5,20.6,1
612.5,5,20.3,1
386.84,5,23.8,1
595.95,5,20.6,1
441,3,21.7,1
580.26,5,20.6,1
469.15,1,21.3,1
355.65,5,20.2,1
735,2,22.2,1
350,5,18.7,1
630,2,20.8,1
648.53,5,20.6,1
595.95,5,20.6,1
630,5,23.6,1
459.38,3,23.5,1
630,5,21.1,1
393.75,5,21.5,1
450,3,22.1,1
373.73,5,23.8,1
816.67,2,22.6,1
400.91,1,21.2,1
668.18,5,23.1,1
469.15,3,22.7,1
595.95,5,21.1,1
668.18,4,20.8,1
367.5,5,20.1,1
580.26,5,23.6,1
630,5,21.7,1
525,3,24.9,1
339.23,5,18.5,1
648.53,5,21.5,1
630,5,21.1,1
479.35,1,22.9,1
580.26,5,21.5,1
711.29,2,24.4,1
630,5,20.6,1
490,1,22.5,1
580.26,5,20.5,1
416.04,3,21.8,1
668.18,5,24,1
361.48,5,24.4,1
408.33,3,24.1,1
361.48,5,20.6,1
668.18,2,22.9,1
612.5,5,22.2,1
648.53,5,23.7,1
612.5,5,20.5,1
711.29,5,23.7,1
400.91,5,24.2,1
580.26,5,23.8,1
344.53,5,20,1
612.5,5,20.6,1
668.18,5,23.8,1
373.73,5,20.4,1
565.38,5,20.7,1
479.35,1,23.7,1
459.38,3,24.4,1
668.18,5,23.1,1
630,5,21.2,1
648.53,5,20.6,1
393.75,5,19.8,1
373.73,5,23.4,1
580.26,5,21.1,1
441,3,22.7,1
668.18,5,23.8,1
630,4,21.1,1
361.48,5,21.6,1
459.38,3,22.8,1
595.95,5,21.1,1
450,3,21.3,1
551.25,5,20.3,1
735,5,23.5,1
361.48,5,20.3,1
630,5,21,1
565.38,5,20.2,1
459.38,1,21,1
668.18,5,23.8,1
580.26,5,19.9,1
580.26,5,20,1
580.26,5,19.9,1
450,3,21.9,1
525,2,22.9,1
630,5,20.7,1
459.38,1,21.7,1
668.18,5,22.2,1
648.53,5,23.7,1
525,5,19.1,1
612.5,5,21.6,1
648.53,5,23.3,1
648.53,5,21.6,1
380.17,5,21.6,1
479.35,3,22.4,1
787.5,2,23,1
537.8,5,18.7,1
551.25,5,18.4,1
612.5,5,20.4,1
612.5,5,22.2,1
668.18,5,23.2,1
565.38,5,18.3,1
373.73,5,21.7,1
537.8,1,21.7,1
595.95,5,20,1
551.25,5,18.5,1
580.26,5,20.4,1
344.53,5,20.3,1
361.48,5,18.5,1
512.79,5,18.5,1
595.95,5,20.2,1
630,5,20.6,1
441,1,22,1
367.5,5,20,1
595.95,5,21.1,1
630,5,23.7,1
595.95,5,21.4,1
648.53,2,20.8,1
459.38,3,21.2,1
334.09,5,18.8,1
630,5,21.2,1
490,3,23.9,1
367.5,5,20.1,1
689.06,5,24,1
612.5,2,22.1,1
595.95,5,21.6,1
525,5,18.6,1
380.17,5,22.6,1
565.38,5,20,1
612.5,5,20.8,1
551.25,5,21.1,1
373.73,5,20.7,1
537.8,5,19.8,1
512.79,3,24.5,1
580.26,5,20.5,1
580.26,5,20,1
512.79,3,24.9,1
580.26,5,20,1
689.06,5,23.6,1
595.95,5,21.1,1
537.8,5,18.5,1
551.25,5,20,1
580.26,5,20.2,1
380.17,5,18.6,1
630,5,23.6,1
400.91,5,23.8,1
735,2,22.5,1
595.95,5,23.7,1
408.33,5,18.4,1
450,3,20.5,1
648.53,2,20.7,1
512.79,3,24.8,1
668.18,2,22.4,1
490,1,24,1
367.5,5,21.6,1
469.15,3,24.5,1
339.23,5,21.5,1
361.48,5,20,1
648.53,5,23.6,1
501.14,3,24.1,1
595.95,5,21.5,1
612.5,5,23.6,1
350,5,21.4,1
711.29,2,22.2,1
537.8,5,20.3,1
648.53,5,23.6,1
525,3,24.4,1
630,5,21.2,1
630,5,23.7,1
537.8,5,18.6,1
565.38,5,21.1,1
416.04,3,21.9,1
648.53,5,23.6,1
580.26,2,21.3,1
595.95,5,21.2,1
580.26,5,20.2,1
424.04,5,20.2,1
450,3,22.6,1
441,3,21.9,1
380.17,5,23.9,1
787.5,2,24.5,1
512.79,2,21.6,1
735,2,22.7,1
380.17,5,24,1
416.04,5,20.5,1
479.35,1,23.2,1
580.26,5,20.1,1
595.95,5,20.4,1
386.84,5,18.8,1
537.8,3,24,1
580.26,5,21.1,1
595.95,5,21.1,1
551.25,5,19.9,1
350,5,20.9,1
689.06,2,22.1,1
612.5,5,21.2,1
551.25,5,18.6,1
350,5,23,1
424.04,3,22.5,1
512.79,1,24.5,1
373.73,5,22.4,1
551.25,5,22,1
595.95,5,22.1,1
367.5,5,21.9,1
630,5,23.9,1
329.1,5,21.7,1
501.14,1,20.4,1
512.79,5,18.7,1
612.5,5,20.3,1
450,3,22.9,1
350,5,20.3,1
329.1,5,18.5,1
344.53,5,19.9,1
648.53,5,23.5,1
711.29,5,23.6,1
595.95,5,19.9,1
469.15,3,23.1,1
595.95,5,20.6,1
469.15,3,22.6,1
537.8,5,18.4,1
373.73,5,20,1
580.26,5,24.5,1
501.14,3,24,1
469.15,3,22.4,1
537.8,5,20.6,1
711.29,5,23.8,1
432.35,3,22,1
595.95,5,19.9,1
580.26,5,19.9,1
490,3,23.2,1
648.53,5,22.1,1
668.18,5,23.7,1
450,3,22.4,1
373.73,5,23.6,1
648.53,5,23.7,1
565.38,5,21.1,1
525,5,18.4,1
565.38,5,20.2,1
537.8,5,20.5,1
787.5,2,23.3,1
580.26,5,21.3,1
339.23,5,23.9,1
408.33,1,20.7,1
648.53,5,20.5,1
537.8,5,18.2,1
595.95,5,24.3,1
612.5,5,23.6,1
424.04,3,21.7,1
787.5,2,22.3,1
408.33,5,21.4,1
735,2,24.5,1
689.06,5,23.7,1
459.38,2,19.1,1
630,5,21.7,1
612.5,5,20,1
361.48,5,18.4,1
393.75,5,22.1,1
648.53,5,24,1
580.26,5,20,1
580.26,5,19.9,1
565.38,5,19.6,1
668.18,5,21.4,1
512.79,1,20.6,1
595.95,5,20.3,1
595.95,5,20.8,1
648.53,5,21.2,1
393.75,5,23.7,1
612.5,5,21.1,1
630,5,23.6,1
512.79,3,24.6,1
668.18,5,23.7,1
432.35,3,21.9,1
450,3,22.5,1
450,1,21.4,1
648.53,5,21.6,1
355.65,5,23.9,1
580.26,5,21.2,1
479.35,1,21.3,1
450,1,22.2,1
367.5,5,23.7,1
367.5,5,21.5,1
630,5,23.6,1
580.26,5,20.4,1
367.5,5,24.4,1
612.5,5,21.2,1
355.65,5,19.9,1
630,5,24.9,1
760.34,2,22.7,1
469.15,3,22.3,1
565.38,2,20.6,1
565.38,5,22.3,1
479.35,3,23.2,1
580.26,5,19.7,1
367.5,5,23.6,1
537.8,5,18.8,1
512.79,2,21.9,1
373.73,5,22.4,1
648.53,5,21.5,1
551.25,5,20.6,1
595.95,4,20.5,1
648.53,2,22.7,1
393.75,5,22,1
469.15,1,23.9,1
339.23,5,23.2,1
361.48,5,21.5,1
630,5,20,1
393.75,5,23.9,1
525,5,20.3,1
612.5,5,21.1,1
648.53,5,23.7,1
367.5,5,22.1,1
689.06,5,23,1
787.5,2,22.3,1
612.5,5,20.5,1
580.26,5,20.1,1
689.06,5,23.2,1
595.95,5,23.9,1
537.8,5,18.3,1
612.5,5,22,1
501.14,3,22.2,1
565.38,5,20.7,1
450,1,20,1
537.8,3,24.1,1
344.53,5,22.5,1
580.26,5,20.3,1
595.95,5,20.1,1
580.26,5,21.1,1
595.95,5,20.5,1
373.73,5,20,1
469.15,2,23.5,1
334.09,5,20.5,1
525,1,21.5,1
512.79,3,23,1
551.25,1,21.4,1
501.14,3,24.3,1
373.73,5,23.7,1
525,1,21.2,1
711.29,2,24.2,1
735,5,23.5,1
689.06,2,22.2,1
469.15,3,22.8,1
551.25,5,20.6,1
479.35,3,24.2,1
711.29,2,20.7,1
441,3,22.7,1
580.26,5,21.1,1
735,2,21.9,1
551.25,3,24,1
612.5,5,20.9,1
648.53,5,23.6,1
361.48,3,20,1
432.35,3,22.4,1
689.06,5,23.6,1
580.26,5,20.5,1
648.53,5,23.7,1
373.73,5,23.6,1
512.79,5,18.9,1
373.73,5,23.5,1
367.5,5,20.1,1
537.8,5,19.6,1
630,5,24,1
630,5,23.7,1
580.26,2,20.6,1
373.73,5,23.7,1
668.18,5,23.3,1
580.26,5,21.4,1
361.48,5,24,1
735,2,22.5,1
668.18,5,23.8,1
355.65,5,21.2,1
630,5,23.6,1
512.79,3,24.7,1
595.95,5,19.9,1
361.48,5,22.2,1
400.91,5,24.7,1
408.33,3,21.5,1
630,5,21.8,1
580.26,5,20.6,1
416.04,3,21.2,1
595.95,5,21.1,1
630,5,22.2,1
711.29,2,22.4,1
735,2,22.1,1
580.26,5,20.8,1
386.84,5,21.9,1
668.18,5,21.6,1
525,3,24.3,1
735,2,24.5,1
565.38,5,20.2,1
501.14,3,24.5,1
612.5,5,21.5,1
469.15,3,22.8,1
350,5,24.8,1
580.26,5,20.4,1
380.17,5,21.5,1
565.38,5,21.2,1
490,3,22.5,1
469.15,3,22.8,1
580.26,5,19.7,1
361.48,5,20.1,1
580.26,5,20.2,1
479.35,3,22.2,1
350,5,21.1,1
612.5,5,20.7,1
565.38,5,18.4,1
393.75,5,21.9,1
408.33,3,21.5,1
400.91,1,23.7,1
490,1,19.8,1
459.38,3,23.3,1
525,5,18.4,1
580.26,5,22.2,1
329.1,5,18.8,1
525,5,18.3,1
537.8,5,19.8,1
339.23,5,20.2,1
668.18,2,21.7,1
565.38,5,20,1
648.53,5,23.3,1
630,5,21.7,1
565.38,5,20.2,1
595.95,5,23.6,1
668.18,5,21.2,1
479.35,3,22.6,1
380.17,5,21.8,1
432.35,5,24.9,1
612.5,5,20.1,1
668.18,5,23.7,1
612.5,5,21.6,1
612.5,5,23.4,1
565.38,5,20.5,1
565.38,5,21,1
595.95,5,20,1
380.17,5,21.6,1
648.53,5,20,1
612.5,5,21.2,1
612.5,5,21.8,1
490,3,23.3,1
441,1,23.3,1
450,3,23.8,1
630,5,21,1
537.8,5,18.5,1
355.65,5,21.5,1
386.84,3,20.1,1
551.25,5,21.1,1
400.91,3,21.8,1
816.67,2,24.9,1
565.38,5,19.9,1
595.95,2,23.2,1
595.95,5,21.2,1
565.38,5,21.1,1
735,2,23.9,1
668.18,5,22.1,1
580.26,5,21.4,1
432.35,1,22.9,1
490,3,24.3,1
373.73,5,23.3,1
595.95,5,20.6,1
595.95,5,20.4,1
565.38,5,20.1,1
595.95,5,20.2,1
630,5,23.5,1
595.95,5,20.1,1
648.53,5,23.6,1
469.15,3,22.5,1
551.25,5,19.3,1
512.79,5,18.4,1
630,5,24,1
630,5,22,1
612.5,5,20.8,1
416.04,3,21.6,1
512.79,3,22.4,1
355.65,5,18.7,1
350,5,21.7,1
501.14,3,22.8,1
479.35,5,18.4,1
595.95,5,20.2,1
711.29,2,24.2,1
612.5,5,20.5,1
630,5,23.3,1
450,3,22.5,1
612.5,5,20.5,1
648.53,5,21.2,1
648.53,5,23.6,1
648.53,5,21.9,1
479.35,1,22.8,1
711.29,2,22.1,1
735,2,24.1,1
367.5,5,24.5,1
580.26,5,20.1,1
612.5,5,21.2,1
525,5,18.3,1
580.26,5,20.1,1
355.65,5,21.4,1
367.5,5,20,1
512.79,3,24.7,1
668.18,5,23.6,1
490,3,24.2,1
551.25,5,20.7,1
386.84,5,23.6,1
565.38,5,20.1,1
630,5,21.2,1
595.95,5,21.4,1
595.95,5,19.9,1
339.23,5,21.5,1
595.95,5,21.1,1
612.5,5,20,1
630,5,21.2,1
551.25,5,20.3,1
595.95,5,21.5,1
361.48,5,21.5,1
450,3,21.9,1
630,5,21.4,1
459.38,3,22.6,1
350,5,18.7,1
355.65,5,18.6,1
361.48,5,18.5,1
612.5,5,20.8,1
565.38,5,20.2,1
612.5,5,20.6,1
668.18,5,21.8,1
355.65,5,22,1
367.5,5,24.5,1
551.25,5,20.2,1
551.25,5,18.3,1
329.1,5,20.1,1
551.25,5,20.3,1
668.18,5,21.2,1
537.8,5,18.3,1
565.38,5,20.7,1
367.5,5,23.7,1
350,5,20.1,1
668.18,2,22.4,1
595.95,5,20.4,1
595.95,5,20.7,1
580.26,5,20.2,1
630,5,24.1,1
416.04,3,21.2,1
329.1,5,20.7,1
525,5,18.8,1
612.5,5,23.4,1
648.53,5,21.8,1
595.95,1,24.8,1
648.53,2,23,1
490,3,22.7,1
565.38,5,19.9,1
735,2,23.2,1
595.95,5,19.7,1
580.26,5,20,1
595.95,5,21.2,1
689.06,5,24,1
580.26,5,20.6,1
459.38,1,21.2,1
711.29,2,22.7,1
689.06,2,22.1,1
329.1,5,20.7,1
630,5,23.6,1
630,5,21.5,1
469.15,3,22.8,1
565.38,2,24.4,1
580.26,5,20.1,1
551.25,3,23.6,1
361.48,5,23.9,1
355.65,5,21.3,1
551.25,5,18.6,1
648.53,5,23.7,1
735,2,24.7,1
537.8,5,18.4,1
787.5,2,23,1
648.53,5,21.6,1
393.75,5,23.4,1
612.5,5,23.6,1
648.53,5,21.6,1
689.06,2,22.2,1
367.5,5,23.7,1
648.53,5,23.7,1
565.38,5,20.7,1
612.5,2,20.8,1
459.38,1,19.8,1
350,5,21.5,1
595.95,5,20.4,1
648.53,5,21.8,1
612.5,5,23.5,1
373.73,5,23.5,1
525,5,20.6,1
612.5,5,21,1
469.15,1,23.8,1
432.35,3,21.6,1
630,5,23.7,1
668.18,5,23.6,1
551.25,5,20.4,1
595.95,5,20.6,1
386.84,5,21.4,1
630,1,24.7,1
373.73,5,21.2,1
735,4,24.1,1
334.09,5,18.3,1
648.53,5,21.6,1
648.53,5,22,1
668.18,5,23,1
551.25,5,20,1
380.17,5,23.1,1
479.35,3,24.4,1
512.79,5,18.4,1
668.18,2,21.5,1
612.5,5,21.3,1
386.84,5,20,1
612.5,5,20.2,1
416.04,5,24.9,1
630,5,21.1,1
595.95,5,19.9,1
450,1,23.8,1
380.17,5,21.8,1
393.75,5,23.9,1
595.95,5,20.1,1
580.26,5,20.4,1
668.18,5,23.7,1
630,5,23.3,1
551.25,5,20.7,1
580.26,5,20.5,1
512.79,3,24.2,1
424.04,5,23.9,1
386.84,5,24.3,1
